,id_left,text_left,id_right,text_right,label
18082,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-1,"The music was written by Jimmy McHugh , the lyrics by Dorothy Fields .",0.0
18083,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-2,The song was published in 1935 .,0.0
18084,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-3,It was introduced by Frances Langford in the movie Every Night at Eight released that year .,0.0
18085,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-4,"The song was featured in the 1936 Our Gang (Little Rascals) short, The Pinch Singer , sung by Carl ""Alfalfa"" Switzer , and in the 1936 film Palm Springs .",0.0
18086,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-5,It is often known to be Switzer's signature song .,0.0
18087,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-6,"James Moody 's saxophone solo on a 1952 recording of this song inspired the song "" Moody's Mood for Love "".",0.0
18088,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-7,"Hip hop artist Prince Paul sampled the song as the basis for the track ""Mood for Love"" on his album A Prince Among Thieves (1999), with Don Newkirk singing its original lyrics.",0.0
18089,Q2667,"what is the meaning behind  the song Moody's, Im In the Mood ?",D2490-8,The song's title inspired the English title of Wong Kar Wai 's movie In the Mood for Love .,0.0
18090,Q2668,What is the value of understanding cross-cultural psychology?,D2491-0,"Cross-cultural psychology is the scientific study of human behavior and mental processes, including both their variability and invariance, under diverse cultural conditions.",0.0
18091,Q2668,What is the value of understanding cross-cultural psychology?,D2491-1,"Through expanding research methodologies to recognize cultural variance in behavior, language, and meaning it seeks to extend and develop psychology .",0.0
18092,Q2668,What is the value of understanding cross-cultural psychology?,D2491-2,"Since psychology as an academic discipline was developed largely in North America, some psychologists became concerned that constructs accepted as universal were not as invariant as previously assumed, especially since many attempts to replicate notable experiments in other cultures had varying success.",0.0
18093,Q2668,What is the value of understanding cross-cultural psychology?,D2491-3,"Since there are questions as to whether theories dealing with central themes, such as affect, cognition , conceptions of the self, and issues such as psychopathology, anxiety, and depression, may lack external validity when ""exported"" to other cultural contexts, cross-cultural psychology re-examines them using methodologies designed to factor in cultural differences so as to account for cultural variance.",0.0
18094,Q2668,What is the value of understanding cross-cultural psychology?,D2491-4,"Although some critics have pointed to methodological flaws in cross-cultural psychological research and claim that serious shortcomings in the theoretical and methodological bases used impede rather than help the scientific search for universal principles in psychology, cross-cultural psychologists are turning more to the study of how differences (variance) occur, rather than searching for universals in the style of physics or chemistry.",0.0
18095,Q2668,What is the value of understanding cross-cultural psychology?,D2491-5,In 1972 the International Association of Cross-Cultural Psychology (IACCP) was established.,0.0
18096,Q2668,What is the value of understanding cross-cultural psychology?,D2491-6,This branch of psychology has continued to expand as there has been an increasing popularity of incorporating culture and diversity into studies.,0.0
18097,Q2668,What is the value of understanding cross-cultural psychology?,D2491-7,Cross-cultural psychology is differentiated from Cultural psychology .,0.0
18098,Q2668,What is the value of understanding cross-cultural psychology?,D2491-8,"The latter is the branch of psychology that holds that human behavior is significantly influenced by cultural differences, meaning that psychological phenomena can only be compared with each other across cultures to a very limited extent.",0.0
18099,Q2668,What is the value of understanding cross-cultural psychology?,D2491-9,"In contrast, cross-cultural psychology includes a search for possible universals in behavior and mental processes.",0.0
18100,Q2668,What is the value of understanding cross-cultural psychology?,D2491-10,"Walter J. Lonner, writing for Eye on Psi Chi, has stated that ""cross-cultural psychology can be thought of as a type research methodology, rather than an entirely separate field within psychology (2000).""",0.0
18101,Q2669,when was the lady gaga judas song released,D1054-0,"""Judas"" is a song by American recording artist Lady Gaga , from her second studio album Born This Way (2011).",1.0
18102,Q2669,when was the lady gaga judas song released,D1054-1,"It was released by Interscope Records on April 15, 2011, four days ahead of its scheduled release.",1.0
18103,Q2669,when was the lady gaga judas song released,D1054-2,"Written and produced by Lady Gaga and RedOne , ""Judas"" is a dance and electro house song about a woman in love with a man who betrayed her.",0.0
18104,Q2669,when was the lady gaga judas song released,D1054-3,"It embodies the incidents that have haunted Gaga in the past, and its core meaning refers to the negative parts of her life that she can't escape.",0.0
18105,Q2669,when was the lady gaga judas song released,D1054-4,Gaga has further explained that the song was also about honoring one's inner darkness in order to bring oneself into the light.,0.0
18106,Q2669,when was the lady gaga judas song released,D1054-5,The artwork for the single was designed by Gaga in Microsoft Word .,0.0
18107,Q2669,when was the lady gaga judas song released,D1054-6,"In spite of a polarizing impact on several religious groups, the song was generally well received by critics, who likened the song to "" Bad Romance "" with some noting it should have been the album's lead single.",0.0
18108,Q2669,when was the lady gaga judas song released,D1054-7,"The song has a similar sound to Gaga's previous RedOne-produced tracks, including "" Poker Face "", "" LoveGame "", ""Bad Romance"", and "" Alejandro "".",0.0
18109,Q2669,when was the lady gaga judas song released,D1054-8,It contains three distinct hooks and a house -influenced break down .,0.0
18110,Q2669,when was the lady gaga judas song released,D1054-9,"Gaga explained that the lines spoken during the breakdown talk about her as beyond redemption, regarding the traditional views of what a woman should be.",0.0
18111,Q2669,when was the lady gaga judas song released,D1054-10,"""Judas"" initially had a strong sales opening, but was less successful commercially in comparison to Gaga's previous singles.",0.0
18112,Q2669,when was the lady gaga judas song released,D1054-11,"The song reached the top ten of the charts in most major music markets, and also reached the top of the charts in South Korea.",0.0
18113,Q2669,when was the lady gaga judas song released,D1054-12,"A music video for the song was filmed in April 2011, co-directed by Gaga and Laurieann Gibson and co-starring Norman Reedus .",0.0
18114,Q2669,when was the lady gaga judas song released,D1054-13,It has a Biblical storyline where Reedus played Judas Iscariot and Gaga played Mary Magdalene .,0.0
18115,Q2669,when was the lady gaga judas song released,D1054-14,The video portrays them as modern day missionaries going to Jerusalem.,0.0
18116,Q2669,when was the lady gaga judas song released,D1054-15,"It included the Biblical story of Judas betraying Jesus, and ended with Gaga as Magdalene getting stoned to death.",0.0
18117,Q2669,when was the lady gaga judas song released,D1054-16,"Before its release, the Catholic League condemned Gaga for the alleged use of religious imagery and her role in the video.",0.0
18118,Q2669,when was the lady gaga judas song released,D1054-17,"However, critics generally praised the video, not finding any offensive content.",0.0
18119,Q2669,when was the lady gaga judas song released,D1054-18,The video was nominated for two awards at the 2011 MTV Video Music Awards .,0.0
18120,Q2669,when was the lady gaga judas song released,D1054-19,"Gaga has performed ""Judas"" on a number of television shows, including The Graham Norton Show , Saturday Night Live , Good Morning Americas ""Summer Concert Series"", the French X Factor as well as on The Ellen DeGeneres Show .",0.0
18121,Q2670,what is mpeg4  avc or sp/asp,D2492-0,"H.264/MPEG-4 Part 10 or AVC (Advanced Video Coding) is a standard for video compression , and is currently one of the most commonly used formats for the recording, compression, and distribution of high definition video .",1.0
18122,Q2670,what is mpeg4  avc or sp/asp,D2492-1,The final drafting work on the first version of the standard was completed in May 2003.,0.0
18123,Q2670,what is mpeg4  avc or sp/asp,D2492-2,H.264/MPEG-4 AVC is a block-oriented motion-compensation -based codec standard developed by the ITU-T Video Coding Experts Group (VCEG) together with the ISO/IEC JTC1 Moving Picture Experts Group (MPEG).,0.0
18124,Q2670,what is mpeg4  avc or sp/asp,D2492-3,The project partnership effort is known as the Joint Video Team (JVT).,0.0
18125,Q2670,what is mpeg4  avc or sp/asp,D2492-4,"The ITU-T H.264 standard and the ISO/IEC MPEG-4 AVC standard (formally, ISO/IEC 14496-10 – MPEG-4 Part 10, Advanced Video Coding) are jointly maintained so that they have identical technical content.",0.0
18126,Q2670,what is mpeg4  avc or sp/asp,D2492-5,H.264 is perhaps best known as being one of the codec standards for Blu-ray Discs ; all Blu-ray Disc players must be able to decode H.264.,0.0
18127,Q2670,what is mpeg4  avc or sp/asp,D2492-6,"It is also widely used by streaming internet sources, such as videos from Vimeo , YouTube , and the iTunes Store , web software such as the Adobe Flash Player and Microsoft Silverlight , and also various HDTV broadcasts over terrestrial ( ATSC , ISDB-T , DVB-T or DVB-T2 ), cable ( DVB-C ) and satellite ( DVB-S and DVB-S2 ).",0.0
18128,Q2671,WHAT IS NON BINDING?,D2493-0,"Non-binding arbitration is a type of arbitration in which the arbitrator makes a determination of the rights of the parties to the dispute, but this determination is not binding upon them, and no enforceable arbitration award is issued.",1.0
18129,Q2671,WHAT IS NON BINDING?,D2493-1,"The ""award"" is in effect an advisory opinion of the arbitrator's view of the respective merits of the parties cases.",0.0
18130,Q2671,WHAT IS NON BINDING?,D2493-2,Non-binding arbitration is used in connection with attempts to reach a negotiated settlement.,0.0
18131,Q2671,WHAT IS NON BINDING?,D2493-3,"The role of an arbitrator in non-binding arbitration is, on the surface, similar to that of a mediator in a mediation .",0.0
18132,Q2671,WHAT IS NON BINDING?,D2493-4,"However, the principal distinction is that whereas a mediator will try to help the parties find a middle ground to compromise at, the arbitrator remains totally removed from the settlement process and will only give a determination of liability and, if appropriate, an indication of the quantum of damages payable.",0.0
18133,Q2671,WHAT IS NON BINDING?,D2493-5,"Subsequent to a non-binding arbitration, the parties remain free to pursue their claims either through the courts, or by way of a binding arbitration, although in practice a settlement is the most common outcome.",0.0
18134,Q2671,WHAT IS NON BINDING?,D2493-6,The award and reasoning in a non-binding arbitration is almost invariably inadmissible in any subsequent action in the courts or in another arbitration tribunal.,0.0
18135,Q2671,WHAT IS NON BINDING?,D2493-7,Non-binding arbitration is utilised mostly in the United States and Canada .,0.0
18136,Q2671,WHAT IS NON BINDING?,D2493-8,"It is largely unknown in Europe, although in the United Kingdom there is a practice of parties who are seeking a settlement to jointly instruct a Queen's Counsel for an opinion on the merits and likely quantum of a claim, and then to negotiate on the basis of the views expressed in that opinion.",0.0
18137,Q2672,when was the last eruption of mount augustine,D2494-0,"Augustine Volcano is a Lava Dome Complex on Augustine Island in southwestern Cook Inlet in the Kenai Peninsula Borough of southcentral coastal Alaska , southwest of Anchorage .",0.0
18138,Q2672,when was the last eruption of mount augustine,D2494-1,The Alaska Volcano Observatory currently rates Mount Augustine as Level of Concern Color Code Green for aviation and the Volcano Alert Level is at Normal.,0.0
18139,Q2672,when was the last eruption of mount augustine,D2494-2,"Augustine Island has a land area of , while West Island, just off Augustine's western shores, has .",0.0
18140,Q2672,when was the last eruption of mount augustine,D2494-3,The island is made up mainly of past eruption deposits.,0.0
18141,Q2672,when was the last eruption of mount augustine,D2494-4,Scientists have been able to discern that past dome collapse has resulted in large avalanches .,0.0
18142,Q2674,where is island of belize,D2496-0,A map of Belize.,0.0
18143,Q2674,where is island of belize,D2496-1,"The country of Belize has roughly 386 km of coastline, and has many coral reefs , cays , and islands in the Caribbean Sea .",0.0
18144,Q2674,where is island of belize,D2496-2,"Most of these form the Belize Barrier Reef , the longest in the western hemisphere stemming approximately .",0.0
18145,Q2674,where is island of belize,D2496-3,The reef and its islands have been a UNESCO World Heritage Site since 1996.,0.0
18146,Q2674,where is island of belize,D2496-4,"The following is a list of oceanic islands of Belize, arranged according to region but all of which are in the Caribbean Sea.",0.0
18147,Q2674,where is island of belize,D2496-5,"Most of the islands variate in spelling between ""cay"" and ""caye"", and also use the Spanish ""cayo"".",0.0
18148,Q2674,where is island of belize,D2496-6,River islands have not been listed.,0.0
18149,Q2678,what is Roxio DLA,D2499-0,Drive Letter Access (DLA) is a discontinued commercial packet writing application for the Microsoft Windows operating system that allows optical disc data storage devices to be used in a manner similar to floppy disks .,0.0
18150,Q2678,what is Roxio DLA,D2499-1,DLA is a packet writing technology for CD and DVD media that uses the UDF file system .,0.0
18151,Q2678,what is Roxio DLA,D2499-2,"DLA is not compatible with Windows Vista and newer, although a patch exists to fix this issue under Windows Vista.",0.0
18152,Q2678,what is Roxio DLA,D2499-3,"Roxio Burn was introduced on April 30, 2009.",0.0
18153,Q2678,what is Roxio DLA,D2499-4,"As a replacement for DLA, it remedies compatibility issues Internet Explorer 8 .",0.0
18154,Q2680,where are rex humbard kids now,D2501-0,"Alpha Rex Emmanuel Humbard (August 13, 1919 – September 21, 2007) was a well-known American television evangelist whose Cathedral of Tomorrow show was shown on over 600 stations at the peak of its popularity.",0.0
18155,Q2681,what is the pill in limitless,D2502-0,"Limitless is a 2011 American thriller film directed by Neil Burger and starring Bradley Cooper , Abbie Cornish , and Robert De Niro .",0.0
18156,Q2681,what is the pill in limitless,D2502-1,It is based on the 2001 novel The Dark Fields by Alan Glynn with the screenplay by Leslie Dixon .,0.0
18157,Q2683,when was alaska a state,D1207-0,"Alaska () is a state in the United States , situated in the northwest extremity of the North American continent , with the international boundary with Canada to the east, the Arctic Ocean to the north, and the Pacific Ocean to the west and south, with Russia further west across the Bering Strait .",0.0
18158,Q2683,when was alaska a state,D1207-1,"Alaska is the largest state in the United States by area, the 4th least populous and the least densely populated of the 50 United States .",0.0
18159,Q2683,when was alaska a state,D1207-2,"Approximately half of Alaska's 731,449 residents live within the Anchorage metropolitan area .",0.0
18160,Q2683,when was alaska a state,D1207-3,"Alaska's economy is dominated by the oil, natural gas, and fishing industries; it has these resources in abundance.",0.0
18161,Q2683,when was alaska a state,D1207-4,"Alaska was purchased from Russia on March 30, 1867, for $7.2 million ($ adjusted for inflation) at approximately two cents per acre ($4.74/km2).",0.0
18162,Q2683,when was alaska a state,D1207-5,"The land went through several administrative changes before becoming an organized (or incorporated) territory on May 11, 1912, and the 49th state of the U.S. on January 3, 1959.",0.0
18163,Q2683,when was alaska a state,D1207-6,"The name ""Alaska"" (Аляска) was already introduced in the Russian colonial period , when it was used only for the peninsula and is derived from the Aleut alaxsxaq, meaning ""the mainland"" or, more literally, ""the object towards which the action of the sea is directed"".",0.0
18164,Q2683,when was alaska a state,D1207-7,"It is also known as Alyeska , the ""great land"", an Aleut word derived from the same root.",0.0
18165,Q2686,where is university of nelson mandela metropolitan located,D2506-0,Nelson Mandela Metropolitan University (NMMU) is a South African tertiary education institution with its main administration in the coastal city of Port Elizabeth .,1.0
18166,Q2686,where is university of nelson mandela metropolitan located,D2506-1,A merging of three institutions founded NMMU in January 2005 but its history dates back to 1882 with the foundation of Port Elizabeth Art School.,0.0
18167,Q2686,where is university of nelson mandela metropolitan located,D2506-2,The University draws international students from all over the world.,0.0
18168,Q2686,where is university of nelson mandela metropolitan located,D2506-3,"There are over 3000 international students and include students from the United States, France, China, Germany, Belgium, Denmark, Finland, Netherlands, Norway, Sweden, United Kingdom and many other countries.",0.0
18169,Q2686,where is university of nelson mandela metropolitan located,D2506-4,NMMU is a comprehensive university offering professional and vocational training.,0.0
18170,Q2686,where is university of nelson mandela metropolitan located,D2506-5,The University has six campuses - five in Port Elizabeth and one in George .,0.0
18171,Q2686,where is university of nelson mandela metropolitan located,D2506-6,The main campus is the South Campus.,0.0
18172,Q2686,where is university of nelson mandela metropolitan located,D2506-7,Students at NMMU can study towards diplomas and degrees up to and including doctoral level qualifications.,0.0
18173,Q2686,where is university of nelson mandela metropolitan located,D2506-8,A number of courses include workplace experience as part of the curriculum.,0.0
18174,Q2689,where are cover girl cosmetics sold,D2508-0,"CoverGirl is an American cosmetics brand founded in Maryland , by the Noxzema Chemical Company (later called Noxell) and acquired by Procter & Gamble in 1989.",0.0
18175,Q2689,where are cover girl cosmetics sold,D2508-1,"The Noxell Company advertised this cosmetics line by allowing ""cover girls"", fashion models who appear on the front cover of women's magazines, to wear its products.",0.0
18176,Q2689,where are cover girl cosmetics sold,D2508-2,CoverGirl makes up for lack of direct individual customer service by providing a wide variety of cosmetics available at reasonable prices.,0.0
18177,Q2690,what is darwin's origin of species,D2509-0,"On the Origin of Species, published on 24 November 1859, is a work of scientific literature by Charles Darwin which is considered to be the foundation of evolutionary biology .",0.0
18178,Q2690,what is darwin's origin of species,D2509-1,"Its full title was On the Origin of Species by Means of Natural Selection, or the Preservation of Favoured Races in the Struggle for Life.",0.0
18179,Q2690,what is darwin's origin of species,D2509-2,"For the sixth edition of 1872, the short title was changed to The Origin of Species.",0.0
18180,Q2690,what is darwin's origin of species,D2509-3,Darwin's book introduced the scientific theory that populations evolve over the course of generations through a process of natural selection .,0.0
18181,Q2690,what is darwin's origin of species,D2509-4,It presented a body of evidence that the diversity of life arose by common descent through a branching pattern of evolution .,0.0
18182,Q2690,what is darwin's origin of species,D2509-5,"Darwin included evidence that he had gathered on the Beagle expedition in the 1830s and his subsequent findings from research, correspondence, and experimentation.",0.0
18183,Q2690,what is darwin's origin of species,D2509-6,Various evolutionary ideas had already been proposed to explain new findings in biology .,0.0
18184,Q2690,what is darwin's origin of species,D2509-7,"There was growing support for such ideas among dissident anatomists and the general public, but during the first half of the 19th century the English scientific establishment was closely tied to the Church of England , while science was part of natural theology .",0.0
18185,Q2690,what is darwin's origin of species,D2509-8,"Ideas about the transmutation of species were controversial as they conflicted with the beliefs that species were unchanging parts of a designed hierarchy and that humans were unique, unrelated to other animals.",0.0
18186,Q2690,what is darwin's origin of species,D2509-9,"The political and theological implications were intensely debated, but transmutation was not accepted by the scientific mainstream.",0.0
18187,Q2690,what is darwin's origin of species,D2509-10,The book was written for non-specialist readers and attracted widespread interest upon its publication.,0.0
18188,Q2690,what is darwin's origin of species,D2509-11,"As Darwin was an eminent scientist, his findings were taken seriously and the evidence he presented generated scientific, philosophical, and religious discussion.",0.0
18189,Q2690,what is darwin's origin of species,D2509-12,The debate over the book contributed to the campaign by T.H. Huxley and his fellow members of the X Club to secularise science by promoting scientific naturalism .,0.0
18190,Q2690,what is darwin's origin of species,D2509-13,"Within two decades there was widespread scientific agreement that evolution, with a branching pattern of common descent, had occurred, but scientists were slow to give natural selection the significance that Darwin thought appropriate.",0.0
18191,Q2690,what is darwin's origin of species,D2509-14,"During the "" eclipse of Darwinism "" from the 1880s to the 1930s, various other mechanisms of evolution were given more credit.",0.0
18192,Q2690,what is darwin's origin of species,D2509-15,"With the development of the modern evolutionary synthesis in the 1930s and 1940s, Darwin's concept of evolutionary adaptation through natural selection became central to modern evolutionary theory, now the unifying concept of the life sciences .",0.0
18193,Q2691,What is the name of the late Major League  old professor,D2510-0,"Charles Dillon ""Casey"" Stengel (; July 30, 1890 – September 29, 1975), nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager .",1.0
18194,Q2691,What is the name of the late Major League  old professor,D2510-1,He was elected to the Baseball Hall of Fame in .,0.0
18195,Q2691,What is the name of the late Major League  old professor,D2510-2,"Stengel was born in Kansas City, Missouri , and originally nicknamed ""Dutch"", a common nickname at that time for Americans of German ancestry .",0.0
18196,Q2691,What is the name of the late Major League  old professor,D2510-3,"After his major league career began, he acquired the nickname ""Casey"", which originally came from the initials of his hometown (""K. C.""), which evolved into ""Casey"", influenced by the wide popularity of the poem Casey at the Bat .",0.0
18197,Q2691,What is the name of the late Major League  old professor,D2510-4,"In the 1950s, sportswriters dubbed him with yet another nickname, ""The Old Professor"" (or ""Perfessor""), for his sharp wit and his ability to talk at length on anything baseball -related.",0.0
18198,Q2691,What is the name of the late Major League  old professor,D2510-5,"Although his baseball career spanned a number of teams and cities, he is primarily associated with clubs in New York City .",0.0
18199,Q2691,What is the name of the late Major League  old professor,D2510-6,"Between playing and managing, he is the only man to have worn four of New York's major league clubs' uniforms.",0.0
18200,Q2691,What is the name of the late Major League  old professor,D2510-7,"He was the first of four men (through the season) to manage both the New York Yankees and New York Mets ; Yogi Berra , Dallas Green , and Joe Torre are the others.",0.0
18201,Q2691,What is the name of the late Major League  old professor,D2510-8,"Like Torre, he also managed the Braves and the Dodgers.",0.0
18202,Q2691,What is the name of the late Major League  old professor,D2510-9,"He ended his baseball career as the beloved manager for the then expansion New York Mets, which won over the hearts of New York partly due to the unique character of their veteran leader.",0.0
18203,Q2692,What is June known for?,D2511-0,June ( ) is the sixth month of the year in the Julian and Gregorian calendars and one of the four months with a length of 30 days .,0.0
18204,Q2692,What is June known for?,D2511-1,Ovid provides two etymologies for June's name in his poem concerning the months entitled the Fasti.,0.0
18205,Q2692,What is June known for?,D2511-2,"The first is that the month is named after the Roman goddess Juno , wife of Jupiter and equivalent to the Greek goddess Hera ; the second is that the name comes from the Latin word iuniores, meaning ""younger ones,"" as opposed to maiores (""elders"") for which the preceding month May may be named (Fasti VI.1–88).",0.0
18206,Q2692,What is June known for?,D2511-3,See: Months in various calendars also called the season of the June is the month with the longest daylight hours of the year in the Northern Hemisphere and the shortest daylight hours of the year in the Southern Hemisphere.,0.0
18207,Q2692,What is June known for?,D2511-4,June in the Northern Hemisphere is the seasonal equivalent to December in the Southern Hemisphere and vice versa.,0.0
18208,Q2692,What is June known for?,D2511-5,"In the Northern hemisphere, the beginning of the meteorological summer is 1 June.",0.0
18209,Q2692,What is June known for?,D2511-6,"In the Southern hemisphere, the beginning of the meteorological winter is 1 June.",0.0
18210,Q2692,What is June known for?,D2511-7,"At the start of June, the sun rises in the constellation of Taurus ; at the end of June, the sun rises in the constellation of Gemini .",0.0
18211,Q2692,What is June known for?,D2511-8,"However, due to the precession of the equinoxes, June begins with the sun in the astrological sign of Gemini , and ends with the sun in the astrological sign of Cancer .",0.0
18212,Q2692,What is June known for?,D2511-9,June is known for the large number of marriages that occur over the course of the month.,0.0
18213,Q2692,What is June known for?,D2511-10,"According to one etymology, June is named after Juno ( Hera ).",0.0
18214,Q2692,What is June known for?,D2511-11,"Juno was the goddess of marriage and a married couple's household, so some consider it good luck to be married in this month.",0.0
18215,Q2692,What is June known for?,D2511-12,"According to another etymology provided by the Roman poet Ovid , June is named for the iuniores, latin for ""young people"" (Fasti VI.88) and that the month of May is named for the maiores, Latin for ""elders"".",0.0
18216,Q2692,What is June known for?,D2511-13,"In Iceland, folklore says that if you bathe naked in the morning dew on the morning of June 24, you are supposed to keep aging at bay for longer.",0.0
18217,Q2693,when was the constitution written,D2512-0,A constitution is a set of fundamental principles or established precedents according to which a state or other organization is governed.,0.0
18218,Q2693,when was the constitution written,D2512-1,"These rules together make up, i.e. constitute, what the entity is.",0.0
18219,Q2693,when was the constitution written,D2512-2,"When these principles are written down into a single document or set of legal documents, those documents may be said to embody a written constitution; if they are written down in a single comprehensive document, it is said to embody a codified constitution.",0.0
18220,Q2693,when was the constitution written,D2512-3,"Constitutions concern different levels of organizations, from sovereign states to companies and unincorporated associations.",0.0
18221,Q2693,when was the constitution written,D2512-4,"A treaty which establishes an international organization is also its constitution, in that it would define how that organization is constituted.",0.0
18222,Q2693,when was the constitution written,D2512-5,"Within states , whether sovereign or federated , a constitution defines the principles upon which the state is based, the procedure in which laws are made and by whom.",0.0
18223,Q2693,when was the constitution written,D2512-6,"Some constitutions, especially codified constitutions, also act as limiters of state power, by establishing lines which a state's rulers cannot cross, such as fundamental rights .",0.0
18224,Q2693,when was the constitution written,D2512-7,"George Washington at Constitutional Convention of 1787, signing of U.S. Constitution.",1.0
18225,Q2693,when was the constitution written,D2512-8,"The Constitution of India is the longest written constitution of any sovereign country in the world, containing 448 articles, 12 schedules and 100 amendments, with 117,369 words in its English language version, while the United States Constitution is the shortest written constitution, at 7 articles and 27 amendments.",0.0
18226,Q2695,what is managerial engineering,D2514-0,"Ron Diftler (left), NASA Robonaut manager assisting in a Robonaut familiarization training session in the Space Environment Simulation Laboratory at NASA's Johnson Space Center .",0.0
18227,Q2695,what is managerial engineering,D2514-1,Engineering management is a specialized form of management that is concerned with the application of engineering principles to business practice.,0.0
18228,Q2695,what is managerial engineering,D2514-2,"Engineering management is a career that brings together the technological problem-solving savvy of engineering and the organizational, administrative, and planning abilities of management in order to oversee complex enterprises from conception to completion.",0.0
18229,Q2695,what is managerial engineering,D2514-3,"Example areas of engineering are product development , manufacturing , construction , design engineering , industrial engineering , technology , production , or any other field that employs personnel who perform an engineering function.",0.0
18230,Q2695,what is managerial engineering,D2514-4,Successful engineering managers typically require training and experience in business and engineering .,0.0
18231,Q2695,what is managerial engineering,D2514-5,"Technically inept managers tend to be deprived of support by their technical team, and non-commercial managers tend to lack commercial acumen to deliver in a market economy .",0.0
18232,Q2695,what is managerial engineering,D2514-6,"Largely, engineering managers manage engineers who are driven by non-entrepreneurial thinking, thus require the necessary people skills to coach, mentor and motivate technical professionals.",0.0
18233,Q2695,what is managerial engineering,D2514-7,Engineering professionals joining manufacturing companies sometimes become engineering managers by default after a period of time.,0.0
18234,Q2695,what is managerial engineering,D2514-8,"They are required to learn how to manage once they are on the job, though this is usually an ineffective way to develop managerial abilities.",0.0
18235,Q2696,what is the meaning of reimbursement,D2515-0,"In an insurance policy, the deductible is the amount of expenses that must be paid out of pocket before an insurer will pay any expenses.",0.0
18236,Q2696,what is the meaning of reimbursement,D2515-1,"In general usage, the term deductible may be used to describe one of several types of clauses (see below) that are used by insurance companies as a threshold for policy payments.",0.0
18237,Q2696,what is the meaning of reimbursement,D2515-2,Deductibles are typically used to deter the large number of trivial claims that a consumer can be reasonably expected to bear the cost of.,0.0
18238,Q2696,what is the meaning of reimbursement,D2515-3,"By restricting its coverage to events that are significant enough to incur large costs, the insurance firm expects to pay out slightly smaller amounts much less frequently, incurring much higher savings.",0.0
18239,Q2696,what is the meaning of reimbursement,D2515-4,"As a result, insurance premiums are typically cheaper when they involve higher deductibles.",0.0
18240,Q2696,what is the meaning of reimbursement,D2515-5,Deductibles are normally provided as clauses in an insurance policy that dictate how much of an insurance-covered expense is borne by the policyholder.,0.0
18241,Q2696,what is the meaning of reimbursement,D2515-6,They are normally quoted as a fixed quantity and is a part of most policies covering losses to the policy holder.,0.0
18242,Q2696,what is the meaning of reimbursement,D2515-7,The insurer then becomes liable for claimable expenses that exceed this amount (subject to the maximum sum claimable indicated in the contract).,0.0
18243,Q2696,what is the meaning of reimbursement,D2515-8,"Depending on the policy, the deductible may apply per covered incident, or per year.",0.0
18244,Q2696,what is the meaning of reimbursement,D2515-9,"For policies where incidences are not easy to delimit (for example health insurance), the deductible is typically applied per year.",0.0
18245,Q2696,what is the meaning of reimbursement,D2515-10,Several deductibles can be set by the insurer based on the cause of the claim.,0.0
18246,Q2696,what is the meaning of reimbursement,D2515-11,"For example, a single housing insurance policy may contain multiple deductible amounts for loss or damage arising from theft, fire, natural calamities, evacuation etc.",0.0
18247,Q2696,what is the meaning of reimbursement,D2515-12,"There are also deductible reimbursement programs that reimburse a deductible in the event of an auto, home, boat/yacht or health insurance claim.",0.0
18248,Q2697,what is the use of a sales invoice?,D2516-0,"An invoice or bill is a commercial document issued by a seller to a buyer , indicating the products , quantities, and agreed prices for products or services the seller has provided the buyer.",1.0
18249,Q2697,what is the use of a sales invoice?,D2516-1,An invoice indicates the sale transaction only.,0.0
18250,Q2697,what is the use of a sales invoice?,D2516-2,Payment terms are independent of the invoice and are negotiated by the buyer and the seller.,0.0
18251,Q2697,what is the use of a sales invoice?,D2516-3,Payment terms are usually included on the invoice.,0.0
18252,Q2697,what is the use of a sales invoice?,D2516-4,The buyer could have already paid for the products or services listed on the invoice.,0.0
18253,Q2697,what is the use of a sales invoice?,D2516-5,Buyer can also have a maximum number of days in which to pay for these goods and is sometimes offered a discount if paid before the due date.,0.0
18254,Q2697,what is the use of a sales invoice?,D2516-6,"In the rental industry, an invoice must include a specific reference to the duration of the time being billed, so in addition to quantity, price and discount the invoicing amount is also based on duration.",0.0
18255,Q2697,what is the use of a sales invoice?,D2516-7,"Generally each line of a rental invoice will refer to the actual hours, days, weeks, months, etc., being billed.",0.0
18256,Q2697,what is the use of a sales invoice?,D2516-8,"From the point of view of a seller, an invoice is a sales invoice.",0.0
18257,Q2697,what is the use of a sales invoice?,D2516-9,"From the point of view of a buyer, an invoice is a purchase invoice.",0.0
18258,Q2697,what is the use of a sales invoice?,D2516-10,"The document indicates the buyer and seller, but the term invoice indicates money is owed or owing.",0.0
18259,Q2697,what is the use of a sales invoice?,D2516-11,"In English, the context of the term invoice is usually used to clarify its meaning, such as ""We sent them an invoice"" (they owe us money) or ""We received an invoice from them"" (we owe them money).",0.0
18260,Q2699,what is the main primary bronchus,D2518-0,"The right main bronchus (or right primary bronchus, or right principal bronchus) is a bronchus of the respiratory system .",0.0
